"id","state_id:id","code","street","street_type","district","city_id:id"
cep_77795000,"br_to","77795000","","","","l10n_br_data_base.city_362"
cep_77465000,"br_to","77465000","","","","l10n_br_data_base.city_361"
cep_77685000,"br_to","77685000","","","","l10n_br_data_base.city_357"
cep_77695000,"br_to","77695000","","","","l10n_br_data_base.city_365"
cep_77993000,"br_to","77993000","","","","l10n_br_data_base.city_359"
cep_77708000,"br_to","77708000","","","","l10n_br_data_base.city_364"
cep_77555000,"br_to","77555000","","","","l10n_br_data_base.city_360"
cep_77470000,"br_to","77470000","","","","l10n_br_data_base.city_363"
cep_77021088,"br_to","77021088","AE 310 Sul Avenida LO 7","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77021084,"br_to","77021084","AE 308 Sul Avenida LO 5","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77021082,"br_to","77021082","AE 308 Sul Avenida LO 7","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77021090,"br_to","77021090","AE 310 Sul Avenida NS 10","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77021080,"br_to","77021080","308 Sul Alameda 7","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77021086,"br_to","77021086","AE 308 Sul Avenida NS 10","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77021076,"br_to","77021076","308 Sul Alameda 8","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77021622,"br_to","77021622","402 Sul Avenida Joaquim Teotônio Segurado","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77021074,"br_to","77021074","308 Sul Alameda 11","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77021624,"br_to","77021624","402 Sul Avenida NS B","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77021036,"br_to","77021036","306 Sul Alameda 14","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77021634,"br_to","77021634","402 Sul Avenida NS 2","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77021636,"br_to","77021636","404 Sul Alameda Xavante","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77021638,"br_to","77021638","404 Sul Avenida NS 4","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77021640,"br_to","77021640","404 Sul Avenida LO 11","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77021641,"br_to","77021641","404 Sul Alameda 11","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77021642,"br_to","77021642","404 Sul Avenida LO 9","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77021100,"br_to","77021100","AV 404 Sul Avenida NS 10","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77021056,"br_to","77021056","308 Sul Avenida LO 5","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77020558,"br_to","77020558","208 Sul Alameda 1","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77021042,"br_to","77021042","306 Sul Alameda 8","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77021632,"br_to","77021632","402 Sul Avenida LO 9","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77020576,"br_to","77020576","208 Sul Alameda 4","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77020618,"br_to","77020618","212 Sul Rua SR 13","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77020584,"br_to","77020584","210 Sul Alameda 9","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77020564,"br_to","77020564","208 Sul Alameda 8","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77020568,"br_to","77020568","208 Sul Alameda 2","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
cep_77020570,"br_to","77020570","208 Sul Alameda 17","Quadra","Plano Diretor Sul","l10n_br_data_base.city_443"
